Ch	LOCODE	Name	NameWoDiacritics	SubDiv	Function	Status	Date	IATA	Coordinates	Remarks
 	US  MF4 	Moravian Falls 	Moravian Falls 	NC 	--3----- 	RL 	0607 	 	3606N 08111W 	 
 	US  MHR 	Morehead 	Morehead 	KY 	--3----- 	RQ 	9307 	 	 	 
 	US  MRH 	Morehead City 	Morehead City 	NC 	1-3----- 	RN 	0105 	 	 	 
 	US  YRE 	Morehouse 	Morehouse 	MO 	123--6-- 	RL 	0307 	 	3650N 08941W 	 
 	US  9OH 	Moreland Hills 	Moreland Hills 	OH 	1-3----- 	RL 	1401 	 	4126N 08125W 	 
 	US  MQR 	Morenci 	Morenci 	MI 	--3----- 	RL 	0501 	 	4143N 08413W 	 
 	US  ONJ 	Morenci 	Morenci 	AZ 	--3--6-- 	RL 	0607 	 	3305N 10922W 	 
 	US  MV4 	Moreno Valley 	Moreno Valley 	CA 	-23--6-- 	RL 	0607 	 	3357N 11714W 	 
 	US  MRG 	Morgan 	Morgan 	MT 	--3----B 	RL 	0106 	 	4857N 10750W 	 
 	US  MR9 	Morgan 	Morgan 	PA 	-----6-- 	RL 	0901 	 	3955N 07939W 	 
 	US  GGM 	Morgan 	Morgan 	UT 	--3--6-- 	RQ 	0607 	 	4102N 11141W 	 
 	US  NGM 	Morgan 	Morgan 	GA 	--3----- 	RL 	0701 	 	3132N 08436W 	 
 	US  LMO 	Morgan City 	Morgan City 	LA 	--3----- 	RL 	0401 	 	2941N 09112W 	 
 	US  MGN 	Morgan City 	Morgan City 	AL 	--3----- 	RQ 	9307 	 	 	 
 	US  PTN 	Morgan City-Patterson Apt 	Morgan City-Patterson Apt 	LA 	---4---- 	AI 	9506 	 	 	 
 	US  MJV 	Morgan Hill 	Morgan Hill 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  2MP 	Morgan Point 	Morgan Point 	TX 	--3----- 	AA 	1507 	 	2940N 09459W 	 
 	US  QGF 	Morganfield 	Morganfield 	KY 	--3----- 	RL 	0901 	 	3741N 08755W 	 
 	US  MPP 	Morgans Point 	Morgans Point 	TX 	1-3----- 	RQ 	0002 	 	 	 
 	US  MRN 	Morganton 	Morganton 	NC 	--34---- 	AI 	9601 	 	 	 
 	US  MGG 	Morgantown 	Morgantown 	KY 	--3----- 	RQ 	9307 	 	 	 
 	US  MGP 	Morgantown 	Morgantown 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  MGW 	Morgantown 	Morgantown 	WV 	---4---- 	AI 	9601 	 	 	 
 	US  MJZ 	Morgantown 	Morgantown 	NC 	--3----- 	RQ 	9307 	 	 	 
 	US  MWG 	Morgantown 	Morgantown 	TN 	--3----- 	RQ 	9307 	 	 	 
 	US  VJM 	Morganville 	Morganville 	NJ 	-----6-- 	RQ 	1007 	 	 	 
 	US  MY5 	Moriarty 	Moriarty 	NM 	-----6-- 	RQ 	1001 	 	3459N 10602W 	 
 	US  2MR 	Moriches 	Moriches 	NY 	--3----- 	AA 	1507 	 	4048N 07249W 	 
 	US  ZH6 	Moriches 	Moriches 	NJ 	-----6-- 	RL 	0901 	 	4048N 07249W 	 
 	US  JGM 	Morley 	Morley 	MO 	--3----- 	RL 	1107 	 	3702N 08936W 	 
 	US  OYO 	Moro 	Moro 	AR 	--3----- 	RQ 	0901 	 	 	 
 	US  XOO 	Moro 	Moro 	OR 	--3----- 	RL 	1407 	 	4529N 12043W 	 
 	US  OOC 	Morocco 	Morocco 	ID 	--3----- 	RQ 	0607 	 	4056N 08726W 	 
 	US  MR6 	Moroni 	Moroni 	UT 	-23--6-- 	RL 	0607 	 	3932N 11135W 	 
 	US  MJC 	Morral 	Morral 	OH 	--3----- 	RQ 	9307 	 	 	 
 	US  XWQ 	Morrice 	Morrice 	MI 	--3----- 	RL 	0901 	 	4250N 08410W 	 
 	US  MOK 	Morrill 	Morrill 	NE 	--3----- 	RQ 	9307 	 	 	 
 	US  RQR 	Morrill 	Morrill 	ME 	--3----- 	RL 	1207 	 	4426N 06908W 	 
 	US  MPJ 	Morrilton 	Morrilton 	AR 	---4---- 	AI 	9601 	 	 	 
 	US  MR4 	Morris 	Morris 	CT 	--3--6-- 	RQ 	0607 	 	4141N 07312W 	 
 	US  XRI 	Morris 	Morris 	AL 	--3--6-- 	RQ 	0607 	 	3344N 08648W 	 
 	US  MR3 	Morris 	Morris 	LA 	--3----- 	RL 	0607 	 	3126N 09233W 	 
 	US  MOX 	Morris 	Morris 	MN 	---4---- 	AI 	0001 	 	 	 
 	US  IQS 	Morris 	Morris 	PA 	--3----- 	AA 	1507 	 	4135N 07717W 	 
 	US  MSW 	Morris 	Morris 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  MPA 	Morris Plains 	Morris Plains 	NJ 	-23----- 	RL 	0401 	 	4135N 08436W 	 
 	US  MJE 	Morrison 	Morrison 	CO 	--3----- 	RQ 	9307 	 	 	 
 	US  MJF 	Morrison 	Morrison 	TN 	--3----- 	RQ 	9307 	 	 	 
 	US  MMQ 	Morrison 	Morrison 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  M5V 	Morrisonville 	Morrisonville 	IL 	1------- 	RL 	1201 	 	3925N 08927W 	 
 	US  6MT 	Morriston 	Morriston 	FL 	--3----- 	RL 	1407 	 	2916N 08226W 	 
 	US  MW8 	Morristown 	Morristown 	MN 	--3----- 	RL 	0901 	 	4413N 09326W 	 
 	US  MRT 	Morristown 	Morristown 	NY 	1------- 	RN 	0105 	 	 	 
 	US  MOR 	Morristown 	Morristown 	TN 	---4---- 	AI 	9601 	 	 	 
 	US  MMU 	Morristown 	Morristown 	NJ 	---4---- 	AI 	9601 	 	 	 
 	US  ITW 	Morristown 	Morristown 	OH 	--3--6-- 	RQ 	0607 	 	4003N 08104W 	 
 	US  MJG 	Morristown 	Morristown 	IN 	--3----- 	RQ 	9307 	 	 	 
 	US  MV9 	Morrisville 	Morrisville 	NJ 	--3--6-- 	RL 	0901 	 	3958N 07503W 	 
 	US  XZM 	Morrisville 	Morrisville 	NC 	-23--6-- 	RL 	0401 	 	3549N 07849W 	 
 	US  XIO 	Morrisville 	Morrisville 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  MZL 	Morrisville 	Morrisville 	NY 	--3----- 	RQ 	9307 	 	 	 
 	US  ORS 	Morrisville 	Morrisville 	VT 	-23--6-- 	RL 	0401 	 	4433N 07235W 	 
 	US  MJK 	Morro Bay 	Morro Bay 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  MRW 	Morrow 	Morrow 	GA 	--3----- 	RQ 	9008 	 	 	 
 	US  MW6 	Morrow 	Morrow 	OH 	--3----- 	RL 	0701 	 	3921N 08408W 	 
 	US  4MT 	Morse 	Morse 	TX 	--3----- 	RL 	1501 	 	3603N 10128W 	 
 	US  MB3 	Morse Bluff 	Morse Bluff 	NE 	--3--6-- 	RL 	0701 	 	4126N 09646W 	 
 	US  JMN 	Morton 	Morton 	MN 	--3--6-- 	RL 	0901 	 	4433N 09459W 	 
 	US  JZN 	Morton 	Morton 	PA 	--3----- 	RL 	1207 	 	3954N 07519W 	 
 	US  MNQ 	Morton 	Morton 	MS 	--3----- 	RQ 	9307 	 	 	 
 	US  MTI 	Morton 	Morton 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  OT3 	Morton 	Morton 	WA 	--3----- 	RL 	1201 	 	4633N 12216W 	 
 	US  ZMT 	Morton 	Morton 	TX 	--3--6-- 	RL 	0701 	 	3343N 10246W 	 
 	US  MGV 	Morton Grove 	Morton Grove 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  MJJ 	Mortons Gap 	Mortons Gap 	KY 	-23--6-- 	RL 	0601 	 	3714N 08729W 	 
 	US  OQV 	Morven 	Morven 	NC 	--3----- 	RL 	1501 	 	3451N 08000W 	 
 	US  9MW 	Moscow 	Moscow 	TN 	--3----- 	RL 	1401 	 	3503N 08924W 	 
+ 	US  M7C 	Moscow 	Moscow 	TX 	--3----- 	RL 	1601 	 	3054N 09449W 	 
 	US  MJL 	Moscow 	Moscow 	ID 	--3----- 	RQ 	9307 	 	 	 
 	US  MW3 	Moscow 	Moscow 	IA 	1-3----- 	RL 	0607 	 	4133N 09106W 	 
 	US  QMA 	Moscow 	Moscow 	PA 	-23--6-- 	RL 	0401 	 	4120N 07531W 	 
 	US  ZGC 	Moscow 	Moscow 	KS 	-----6-- 	RL 	0901 	 	3719N 10112W 	 
 	US  MM4 	Moscow Mills 	Moscow Mills 	MO 	-23--6-- 	RL 	0607 	 	3857N 09055W 	 
 	US  M9S 	Mosel 	Mosel 	WI 	--3----- 	RL 	1301 	 	4348N 08744W 	 
 	US  OEL 	Moselle 	Moselle 	MS 	-23--6-- 	RL 	0401 	 	3130N 08916W 	 
 	US  KMY 	Moser Bay 	Moser Bay 	AK 	---4---- 	AI 	0001 	 	 	 
 	US  MWH 	Moses Lake 	Moses Lake 	WA 	---4---- 	AI 	9601 	 	 	 
 	US  MOS 	Moses Point 	Moses Point 	AK 	---4---- 	AI 	0001 	 	 	 
 	US  EIB 	Mosheim 	Mosheim 	TN 	-23--6-- 	RL 	0901 	 	3611N 08258W 	 
 	US  YMR 	Mosier 	Mosier 	OR 	123----- 	RL 	0307 	 	4541N 12123W 	 
 	US  INX 	Mosinee 	Mosinee 	WI 	1-34-6-- 	RL 	1101 	CWA 	4447N 08942W 	 
 	US  MJN 	Moss 	Moss 	TN 	--3----- 	RQ 	9307 	 	 	 
 	US  ZGA 	Moss Beach 	Moss Beach 	CA 	-----6-- 	RL 	0901 	 	3731N 12230W 	 
 	US  MLG 	Moss Landing 	Moss Landing 	CA 	--3----- 	RN 	0105 	 	 	 
 	US  MOG 	Moss Point 	Moss Point 	MS 	--3----- 	RQ 	9307 	 	 	 
 	US  MVJ 	Mossville 	Mossville 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  MOF 	Motley 	Motley 	MN 	--3----- 	RQ 	9307 	 	 	 
 	US  MLL 	Mottville 	Mottville 	MI 	--3--6-- 	RQ 	0607 	 	4148N 08545W 	 
 	US  MUW 	Moulton 	Moulton 	AL 	--3----- 	RQ 	9307 	 	 	 
 	US  QUG 	Moultonborough 	Moultonborough 	NH 	--3----- 	RL 	1301 	 	4345N 07123W 	 
 	US  MGR 	Moultrie 	Moultrie 	GA 	---4---- 	AI 	9601 	 	 	 
 	US  OUD 	Mound 	Mound 	MN 	--3----- 	RL 	0501 	 	4456N 09339W 	 
+ 	US  M9C 	Mound City 	Mound City 	MO 	--3----- 	RL 	1601 	 	4008N 09513W 	 
 	US  XZS 	Mound House 	Mound House 	NV 	1----6-- 	RL 	1401 	 	3912N 11940W 	 
 	US  MDZ 	Moundridge 	Moundridge 	KS 	-23----- 	RL 	0607 	 	3812N 09731W 	 
 	US  OUK 	Mounds 	Mounds 	OK 	--3----- 	RL 	0507 	 	3552N 09603W 	 
 	US  7Q9 	Mounds 	Mounds 	IL 	--3----- 	RL 	1501 	 	3706N 08911W 	 
 	US  MJO 	Mounds View 	Mounds View 	MN 	--3----- 	RQ 	9307 	 	 	 
 	US  MFZ 	Moundsville 	Moundsville 	WV 	--3----- 	RQ 	9307 	 	 	 
 	US  MOA 	Moundville 	Moundville 	AL 	--3----- 	RQ 	9307 	 	 	 
 	US  ND5 	Moundville 	Moundville 	MO 	--3----- 	RL 	1501 	 	3745N 09427W 	 
 	US  NQU 	Mount Airy 	Mount Airy 	GA 	--3----- 	RL 	0901 	 	3431N 08330W 	 
 	US  M8Y 	Mount Airy 	Mount Airy 	LA 	------7- 	RL 	1301 	 	3003N 09038W 	 
 	US  MKY 	Mount Airy 	Mount Airy 	NC 	--3----- 	RQ 	1101 	 	 	 
 	US  MYM 	Mount Airy 	Mount Airy 	MD 	--3----- 	RQ 	1101 	 	 	 
 	US  OMO 	Mount Angel 	Mount Angel 	OR 	-23----- 	RL 	0212 	 	4503N 12247W 	 
 	US  UNM 	Mount Arlington 	Mount Arlington 	NJ 	--3----- 	RL 	0701 	 	4056N 07438W 	 
 	US  OUA 	Mount Ayr 	Mount Ayr 	IA 	--3--6-- 	RL 	0401 	 	4042N 09414W 	 
 	US  MJR 	Mount Berry 	Mount Berry 	GA 	--3----- 	RQ 	1101 	 	 	 
 	US  MB5 	Mount Bethel 	Mount Bethel 	PA 	-----6-- 	RL 	1201 	 	4054N 07506W 	 
 	US  MXT 	Mount Bethel 	Mount Bethel 	PA 	--3----- 	RQ 	1101 	 	 	 
 	US  TBK 	Mount Braddock 	Mount Braddock 	PA 	-23----- 	RL 	0701 	 	3957N 07938W 	 
 	US  MC6 	Mount Carmel 	Mount Carmel 	IL 	-23----- 	RL 	0607 	 	3825N 08746W 	 
 	US  MTK 	Mount Carmel 	Mount Carmel 	PA 	123--6-- 	RL 	0307 	 	4047N 07624W 	 
 	US  KRL 	Mount Carroll 	Mount Carroll 	IL 	--3----- 	RL 	1207 	 	4205N 08958W 	 
 	US  MTC 	Mount Clemens 	Mount Clemens 	MI 	---4---- 	AI 	1101 	 	 	 
 	US  MWR 	Mount Crawford 	Mount Crawford 	VA 	--3--6-- 	RL 	0401 	 	3821N 07856W 	 
 	US  DZT 	Mount Desert 	Mount Desert 	ME 	--3----- 	RL 	1207 	 	4419N 06819W 	 
 	US  MUD 	Mount Dora 	Mount Dora 	FL 	--3----- 	RQ 	1101 	 	 	 
 	US  ME2 	Mount Eaton 	Mount Eaton 	OH 	--3----- 	RL 	0607 	 	4042N 08142W 	 
 	US  M3E 	Mount Eden 	Mount Eden 	KY 	--3----- 	AA 	1507 	 	3803N 08509W 	 
 	US  IUE 	Mount Erie 	Mount Erie 	IL 	--3----- 	RL 	1301 	 	3830N 08813W 	 
 	US  M3F 	Mount Freedom 	Mount Freedom 	NJ 	--3----- 	RL 	1207 	 	4049N 07434W 	 
 	US  MGQ 	Mount Gilead 	Mount Gilead 	NC 	1-3--6-- 	RL 	0307 	 	3512N 08000W 	 
 	US  UGO 	Mount Gilead 	Mount Gilead 	OH 	-23----- 	RL 	0407 	 	4032N 08249W 	 
+ 	US  M5G 	Mount Gretna 	Mount Gretna 	PA 	--3----- 	RL 	1601 	 	4014N 07628W 	 
 	US  TBO 	Mount Hebron 	Mount Hebron 	MD 	--3----- 	RL 	0501 	 	3918N 07649W 	 
 	US  NHR 	Mount Hermon 	Mount Hermon 	CA 	--3--6-- 	RL 	0607 	 	3703N 12204W 	 
 	US  LLY 	Mount Holly 	Mount Holly 	NJ 	--34---- 	AI 	1101 	 	3959N 07447W 	 
 	US  UQS 	Mount Holly 	Mount Holly 	SC 	--3----- 	RQ 	1101 	 	 	 
 	US  MH6 	Mount Holly 	Mount Holly 	AR 	--3----- 	RL 	0607 	 	3318N 09257W 	 
 	US  MHX 	Mount Holly 	Mount Holly 	NC 	--3----- 	RQ 	1101 	 	 	 
 	US  QHS 	Mount Holly Springs 	Mount Holly Springs 	PA 	123--6-- 	RL 	0307 	 	4007N 07711W 	 
 	US  M7H 	Mount Hope 	Mount Hope 	KS 	--3----- 	RL 	1501 	 	3752N 09739W 	 
 	US  MH9 	Mount Hope 	Mount Hope 	OH 	--3--6-- 	RL 	0701 	 	4037N 08147W 	 
 	US  UHE 	Mount Hope 	Mount Hope 	AL 	--3----- 	RL 	0901 	 	3346N 08714W 	 
 	US  ULZ 	Mount Hope 	Mount Hope 	WV 	-----6-- 	RL 	0901 	 	3753N 81952W 	 
 	US  MH4 	Mount Horeb 	Mount Horeb 	WI 	-23----- 	RL 	0607 	 	4300N 08944W 	 
 	US  UIA 	Mount Ida 	Mount Ida 	AR 	--3----- 	RL 	0701 	 	3434N 09338W 	 
 	US  UQV 	Mount Jackson 	Mount Jackson 	VA 	--3----- 	RQ 	1101 	 	 	 
 	US  OJW 	Mount Jewett 	Mount Jewett 	PA 	--3----- 	RL 	0901 	 	4143N 07837W 	 
 	US  MJ2 	Mount Joy 	Mount Joy 	PA 	--3----- 	RL 	1101 	 	4103N 07826W 	Clearfield 
 	US  MJY 	Mount Joy 	Mount Joy 	PA 	--3----- 	RQ 	1101 	 	 	 
 	US  MJB 	Mount Juliet 	Mount Juliet 	TN 	-23--6-- 	RL 	0307 	 	3612N 08631W 	 
 	US  MKS 	Mount Kisco 	Mount Kisco 	NY 	--3----- 	RQ 	1101 	 	 	 
 	US  LUJ 	Mount Laurel 	Mount Laurel 	NJ 	--3----- 	RL 	1101 	 	3956N 07453W 	 
 	US  MCL 	Mount McKinley 	Mount McKinley 	AK 	---4---- 	AI 	1101 	 	 	 
 	US  OUM 	Mount Meigs 	Mount Meigs 	AL 	-23--6-- 	RL 	0401 	 	3221N 08606W 	 
 	US  MMB 	Mount Morris 	Mount Morris 	MI 	--3----- 	RL 	0212 	 	4307N 08342W 	 
 	US  MXR 	Mount Morris 	Mount Morris 	IL 	--3----- 	RQ 	1101 	 	 	 
 	US  OUO 	Mount Morris 	Mount Morris 	NY 	--3--6-- 	RL 	0401 	 	4243N 07752W 	 
 	US  UNS 	Mount Morris 	Mount Morris 	PA 	--3----- 	RQ 	1007 	 	3943N 08004W 	 
 	US  QNB 	Mount Nebo 	Mount Nebo 	WV 	--3----- 	RL 	0901 	 	3812N 08051W 	 
 	US  FVS 	Mount Olive 	Mount Olive 	MS 	--3----- 	RL 	1401 	 	3144N 08903W 	 
 	US  MNO 	Mount Olive 	Mount Olive 	NC 	--3----- 	RQ 	1101 	 	 	 
 	US  MQV 	Mount Olive 	Mount Olive 	NJ 	--3----- 	RQ 	1101 	 	 	 
 	US  MXQ 	Mount Orab 	Mount Orab 	OH 	--3----- 	RQ 	1101 	 	 	 
 	US  PY4 	Mount Perry 	Mount Perry 	OH 	--3----- 	RL 	1301 	 	3952N 08213W 	 
 	US  MPZ 	Mount Pleasant 	Mount Pleasant 	IA 	--34---- 	AI 	1101 	 	 	 
 	US  MOP 	Mount Pleasant 	Mount Pleasant 	MI 	---4---- 	AI 	1101 	 	 	 
 	US  UPN 	Mount Pleasant 	Mount Pleasant 	WI 	--3----- 	RL 	1201 	 	4241N 08751W 	 
 	US  MTT 	Mount Pleasant 	Mount Pleasant 	PA 	--3----- 	RL 	0907 	 	3955N 07606W 	 
 	US  MSD 	Mount Pleasant 	Mount Pleasant 	UT 	---4---- 	AI 	1101 	 	 	 
 	US  MPS 	Mount Pleasant 	Mount Pleasant 	TX 	-234---- 	AI 	1101 	 	3310N 09458W 	 
 	US  MPL 	Mount Pleasant 	Mount Pleasant 	TN 	--3----- 	RQ 	1101 	 	 	 
 	US  MPH 	Mount Pleasant 	Mount Pleasant 	SC 	--3----- 	RQ 	1101 	 	 	 
 	US  MPY 	Mount Pleasant 	Mount Pleasant 	FL 	--3----- 	RQ 	1101 	 	 	 
 	US  UPA 	Mount Pleasant, Cabarrus 	Mount Pleasant, Cabarrus 	NC 	--3----- 	RL 	0607 	 	3524N 08026W 	 
 	US  MPO 	Mount Pocono 	Mount Pocono 	PA 	---4---- 	AI 	1101 	 	 	 
 	US  MUP 	Mount Prospect 	Mount Prospect 	IL 	--3----- 	RQ 	1101 	 	 	 
 	US  MPK 	Mount Pulaski 	Mount Pulaski 	IL 	--3----- 	RQ 	1101 	 	 	 
 	US  5MS 	Mount Saint Francis 	Mount Saint Francis 	IN 	--3----- 	RL 	1407 	 	3821N 08552W 	 
 	US  M5T 	Mount Savage 	Mount Savage 	MD 	-23----- 	RL 	1407 	 	3941N 07852W 	 
 	US  MHS 	Mount Shasta 	Mount Shasta 	CA 	---4---- 	AI 	1101 	 	 	 
 	US  JUI 	Mount Sinai 	Mount Sinai 	NY 	--3----- 	RQ 	1007 	 	4056N 07301W 	 
 	US  GTM 	Mount Sterling 	Mount Sterling 	IL 	--3--6-- 	RL 	0607 	 	3959N 09046W 	 
 	US  MGK 	Mount Sterling 	Mount Sterling 	KY 	--3----- 	RQ 	1101 	 	 	 
 	US  YMS 	Mount Sterling 	Mount Sterling 	OH 	-23--6-- 	RL 	0401 	 	3943N 08315W 	 
 	US  SU3 	Mount Summit 	Mount Summit 	IN 	--3----- 	RL 	1301 	 	4000N 08523W 	 
 	US  OUU 	Mount Ulla 	Mount Ulla 	NC 	-23----- 	RL 	0901 	 	3540N 08044W 	 
 	US  MUU 	Mount Union 	Mount Union 	PA 	---4---- 	AI 	1101 	 	 	 
 	US  ONU 	Mount Union, Huntingdon 	Mount Union, Huntingdon 	PA 	-23----- 	RL 	0701 	 	4023N 07753W 	 
 	US  MXF 	Mount Vernon 	Mount Vernon 	IA 	--3----- 	RQ 	1101 	 	 	 
 	US  OVO 	Mount Vernon 	Mount Vernon 	IN 	-23----- 	RL 	1101 	 	4040N 08549W 	Wabash 
 	US  UEO 	Mount Vernon 	Mount Vernon 	ME 	--3----- 	RL 	0901 	 	4430N 06959W 	 
 	US  YMV 	Mount Vernon 	Mount Vernon 	NY 	123--6-- 	RL 	0307 	 	4245N 07853W 	 
 	US  OUV 	Mount Vernon 	Mount Vernon 	MO 	-23--6-- 	RL 	0401 	 	3706N 09349W 	 
 	US  MXV 	Mount Vernon 	Mount Vernon 	KY 	--3----- 	RQ 	1101 	 	 	 
 	US  MXH 	Mount Vernon 	Mount Vernon 	IN 	--3----- 	RL 	1507 	 	3755N 08753W 	Posey 
 	US  UVO 	Mount Vernon 	Mount Vernon 	AL 	--3----- 	RL 	0901 	 	3105N 08800W 	 
 	US  MVX 	Mount Vernon 	Mount Vernon 	TX 	--3----- 	RL 	1207 	 	3124N 09505W 	County Houston 
 	US  MVW 	Mount Vernon 	Mount Vernon 	WA 	-234---- 	AI 	1101 	 	4825N 12219W 	 
 	US  MVN 	Mount Vernon 	Mount Vernon 	IL 	-234-6-- 	AI 	0407 	 	3819N 08854W 	 
 	US  MVH 	Mount Vernon 	Mount Vernon 	NY 	--3----- 	RQ 	1101 	 	 	 
 	US  MV3 	Mount Vernon 	Mount Vernon 	TX 	-23----- 	RL 	0607 	 	3311N 09513W 	Franklin 
 	US  M2V 	Mount Vernon 	Mount Vernon 	OH 	--3----- 	RL 	0901 	 	4023N 08229W 	Knox 
 	US  MWT 	Mount Vernon 	Mount Vernon 	OH 	--3----- 	RN 	1101 	 	 	Stark 
 	US  UMX 	Mount Washington 	Mount Washington 	KY 	--3----- 	RL 	0701 	 	3803N 08533W 	 
 	US  MWS 	Mount Wilson 	Mount Wilson 	CA 	---4---- 	AI 	1101 	 	 	 
 	US  MWF 	Mount Wolf 	Mount Wolf 	PA 	--3----- 	RQ 	1101 	 	 	 
 	US  UTZ 	Mount Zion 	Mount Zion 	IL 	--3----- 	RL 	1401 	 	3946N 08852W 	 
 	US  MU4 	Mountain 	Mountain 	WI 	1------- 	RL 	1201 	 	4511N 08828W 	 
 	US  M77 	Mountain Brook 	Mountain Brook 	AL 	--3----- 	RL 	1307 	 	3330N 08645W 	 
 	US  CZJ 	Mountain Center 	Mountain Center 	CA 	--3----- 	RL 	1407 	 	3342N 11643W 	 
 	US  MFM 	Mountain City 	Mountain City 	TN 	--3----- 	RQ 	9307 	 	 	 
 	US  TGM 	Mountain Green 	Mountain Green 	UT 	--3--6-- 	RQ 	0607 	 	4104N 11143W 	 
 	US  VMV 	Mountain Grove 	Mountain Grove 	MO 	--34---- 	RL 	0307 	 	3707N 09215W 	 
 	US  MHU 	Mountain Home 	Mountain Home 	NC 	--3----- 	RQ 	9307 	 	 	 
 	US  MUM 	Mountain Home 	Mountain Home 	TN 	--3----- 	RQ 	9307 	 	 	 
 	US  MUO 	Mountain Home 	Mountain Home 	ID 	---4---- 	AI 	9601 	 	 	 
 	US  WMH 	Mountain Home 	Mountain Home 	AR 	---4---- 	AI 	9601 	 	 	 
 	US  UII 	Mountain Iron 	Mountain Iron 	MN 	-23----- 	RL 	0901 	 	4732N 09237W 	 
 	US  ML5 	Mountain Lake 	Mountain Lake 	MN 	-23--6-- 	RL 	0607 	 	4356N 09456W 	 
 	US  UTK 	Mountain Lake Park 	Mountain Lake Park 	MD 	--3----- 	RL 	0901 	 	3924N 07923W 	 
 	US  ULS 	Mountain Lakes 	Mountain Lakes 	NJ 	-23----- 	RL 	0701 	 	4054N 07426W 	 
 	US  MTS 	Mountain Pass 	Mountain Pass 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  M6O 	Mountain Ranch 	Mountain Ranch 	CA 	--3----- 	RL 	1301 	 	3813N 12032W 	 
 	US  MU5 	Mountain Rest 	Mountain Rest 	SC 	--3----- 	RL 	1401 	 	3452N 08309W 	 
! 	US  MUV 	Mountain Top 	Mountain Top 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  UIP 	Mountain View 	Mountain View 	MO 	--34---- 	RL 	1401 	 	3659N 09142W 	 
 	US  VAJ 	Mountain View 	Mountain View 	AR 	--3--6-- 	RL 	0901 	 	3552N 09207W 	 
! 	US  MUL 	Mountain View 	Mountain View 	AL 	--3----- 	RQ 	9307 	 	 	 
 	US  MUK 	Mountain View 	Mountain View 	GA 	--3----- 	RQ 	9307 	 	 	 
 	US  NUQ 	Mountain View 	Mountain View 	CA 	---4---- 	AI 	9601 	 	 	 
 	US  MOU 	Mountain Village 	Mountain Village 	AK 	---4---- 	AI 	0001 	 	 	 
 	US  MSJ 	Mountainside 	Mountainside 	NJ 	--3----- 	RQ 	9307 	 	 	 
 	US  HHF 	Mountainville 	Mountainville 	NY 	--3----- 	RL 	0901 	 	4124N 07404W 	 
 	US  MMV 	Mountainville 	Mountainville 	NJ 	--3----- 	RL 	0307 	 	4041N 07448W 	 
 	US  XJI 	Mountlake Terrace 	Mountlake Terrace 	WA 	--3----- 	RQ 	9307 	 	 	 
 	US  ZMM 	Mounts Mills 	Mounts Mills 	NJ 	--3----- 	RL 	0101 	 	4019N 07421W 	 
 	US  XJH 	Mountville 	Mountville 	PA 	--3----- 	RL 	0401 	 	4002N 07625W 	 
 	US  TVU 	Mountville 	Mountville 	GA 	--3----- 	RL 	1301 	 	3302N 08452W 	 
 	US  UTV 	Mountville 	Mountville 	SC 	--3--6-- 	RL 	0507 	 	3421N 08158W 	 
 	US  MO4 	Mouth of Wilson 	Mouth of Wilson 	VA 	--3----- 	RL 	1207 	 	3635N 08120W 	 
 	US  MC7 	Mouthcard 	Mouthcard 	KY 	--3--6-- 	RL 	0607 	 	3723N 08215W 	 
 	US  M5O 	Moville 	Moville 	IA 	--3----- 	RL 	1301 	 	4229N 09604W 	 
 	US  YMQ 	Moweaqua 	Moweaqua 	IL 	-23--6-- 	RL 	0607 	 	3937N 08901W 	 
 	US  XXE 	Moxee City 	Moxee City 	WA 	-23----- 	RL 	0101 	 	4633N 12022W 	 
 	US  IPG 	Moyie Springs 	Moyie Springs 	ID 	--3----- 	RQ 	0901 	 	4843N 11611W 	 
 	US  MST 	Muenster 	Muenster 	TX 	--3--6-- 	RL 	0607 	 	3339N 09722W 	 
 	US  H98 	Muhlenberg 	Muhlenberg 	PA 	-23--6-- 	RL 	1201 	 	4023N 07556W 	 
 	US  MKI 	Mukilteo 	Mukilteo 	WA 	123----- 	RL 	0212 	 	4757N 12218W 	 
 	US  MKZ 	Mukwonago 	Mukwonago 	WI 	123----- 	RL 	0601 	 	4252N 08820W 	 
 	US  EYQ 	Mulberry 	Mulberry 	AR 	--3----- 	RL 	1201 	 	3530N 09403W 	 
 	US  MUF 	Mulberry 	Mulberry 	FL 	--3----- 	RQ 	9307 	 	 	 
 	US  MU9 	Muldoon 	Muldoon 	TX 	-----6-- 	RL 	1201 	 	2948N 09704W 	 
 	US  ZMW 	Muldrow 	Muldrow 	OK 	123--6-- 	RL 	0307 	 	3524N 09435W 	 
 	US  MUH 	Muleshoe 	Muleshoe 	TX 	--3----- 	RQ 	9307 	 	 	 
 	US  UGM 	Mulga 	Mulga 	AL 	--3----- 	RL 	1107 	 	3355N 08698W 	 
